crn,course_code,name,days,start_time,end_time,room_num,instructor,semester,mode,status
10073,ACCT 5133,Financial Accounting I,We,7:00PM,9:50PM,Bayou Building 1217,Shanshan Pan,Spring 2023,< 50% online,Opened
10074,ACCT 5133,Financial Accounting I,TDB,TDB,TDB,TBA,Md Rajib Hasan,Spring 2023,100% Online,Closed
10078,ACCT 5134,Financial Accounting II,TDB,TDB,TDB,TBA,Haeyoung Shin,Spring 2023,100% Online,Closed
10080,ACCT 5137,Principles Of Auditing,TDB,TDB,TDB,TBA,Jun Hao,Spring 2023,100% Online,Opened
10082,ACCT 5231,Individual Income Tax,Mo,7:00PM,9:50PM,Bayou Building 1219,Barry R Marks,Spring 2023,< 50% online,Opened
10083,ACCT 5234,Corporate and Pass Through Entity Taxation,We,7:00PM,9:50PM,Bayou Building 1219,Susan M Sorensen,Spring 2023,< 50% online,Opened
10084,ACCT 5333,Fundamentals of Databases and Business Intelligence,We,7:00PM,9:50PM,SSCB 1100,Naveed Saleem,Spring 2023,Face to Face,Closed
10085,ACCT 5334,Advanced Database Applications Development,Mo,7:00PM,9:50PM,Student Services Bld 3311,Naveed Saleem,Spring 2023,Face to Face,Opened
10087,ACCT 5336,Systems Analysis and Design,We,4:00PM,6:50PM,Bayou Building 1333,Douglas J Steel,Spring 2023,Face to Face,Opened
10088,ACCT 5432,Acct For Govt & Not Profit,Th,7:00PM,9:50PM,Bayou Building 1215,Barry R Marks,Spring 2023,< 50% online,Opened
10089,ACCT 5438,Fundamentals of Data Analytics,Tu,7:00PM,9:50PM,Bayou Building 1333,Hui Du,Spring 2023,< 50% online,Opened
10090,ACCT 5631,Data Warehousing and Data Mining,Tu,1:00PM,3:50PM,Bayou Building 2524,Charitha Hettiarachchi,Spring 2023,Face to Face,Opened
10091,ACCT 5632,Advanced Data Analytics in ERP System,Th,1:00PM,3:50PM,SSCB 1100,Nanfei Sun,Spring 2023,Face to Face,Opened
10092,ACCT 5633,Data Analytics Application Development,Mo,4:00PM,6:50PM,SSCB 1100,Jian Lin,Spring 2023,Face to Face,Opened
10093,ACCT 6731,Financial Statement and Accounting Information Quality Analysis Seminar,Tu,7:00PM,9:50PM,Bayou Building 1135,Haeyoung Shin,Spring 2023,< 50% online,Opened
10094,ACCT 6732,Seminar in Fraud Examination and Audit Risk,Mo,7:00PM,9:50PM,Bayou Building 1217,Jun Hao,Spring 2023,< 50% online,Opened
10095,ACCT 6735,Oil & Gas Accounting,Mo,7:00PM,9:50PM,Bayou Building 1215,"Celine Marie Siewert,
Michael J Lacina",Spring 2023,< 50% online,Opened
19383,ADSU 5010,Professional Preparation Seminar,TDB,TDB,TDB,TBA,Jennifer Grace,Spring 2023,100% Online,Opened
21098,ADSU 6233,Principalship,TDB,TDB,TDB,TBA,Queinnise A Miller,Spring 2023,100% Online,Closed
21101,ADSU 6436,School Resource Management,TDB,TDB,TDB,TBA,John M Decman,Spring 2023,100% Online,Opened
21103,ADSU 6437,School Law,TDB,TDB,TDB,TBA,John M Decman,Spring 2023,100% Online,Opened
25572,ADSU 6735,Leadership Research Seminar,TDB,TDB,TDB,TBA,Jennifer Grace,Spring 2023,100% Online,Opened
19391,ADSU 6739,Graduate Practicum,TDB,TDB,TDB,TBA,John M Decman,Spring 2023,100% Online,Opened
20288,ANTH 2346,General Anthropology,TDB,TDB,TDB,TBA,Christine M Kovic,Spring 2023,100% Online,Closed
20290,ANTH 3311,Contemporary Cultural Anthropology,TDB,TDB,TDB,TBA,Deepa S Reddy,Spring 2023,100% Online,Closed
20292,ANTH 3311,Contemporary Cultural Anthropology,TDB,TDB,TDB,TBA,Alicia Marie Patino,Spring 2023,100% Online,Closed
20899,ANTH 3311,Contemporary Cultural Anthropology,TDB,TDB,TDB,TBA,Maria F Curtis,Spring 2023,100% Online,Opened
20295,ANTH 3330,Interdisciplinary Perspectives in Global Health,TDB,TDB,TDB,TBA,Dawit Okubatsion Woldu,Spring 2023,100% Online,Closed
20315,ANTH 3357,Topics in African Studies,We,9:00AM,11:50AM,Bayou Building 2230,Dawit Okubatsion Woldu,Spring 2023,< 50% online,Opened
20297,ANTH 3361,Anthropology of Food,TDB,TDB,TDB,TBA,Susann Marie Glenn,Spring 2023,100% Online,Closed
20901,ANTH 3362,Medicine and Culture,TDB,TDB,TDB,TBA,Dawit Okubatsion Woldu,Spring 2023,100% Online,Opened
20314,ANTH 4301,Studies in Cultural Diversity,Th,1:00PM,3:50PM,Student Services Bld 2310,Maria F Curtis,Spring 2023,< 50% online,Opened
20299,ANTH 4302,Applied Anthropology,TDB,TDB,TDB,TBA,Dawit Okubatsion Woldu,Spring 2023,100% Online,Opened
20310,ANTH 4334,Native Americans,TDB,TDB,TDB,TBA,Maria F Curtis,Spring 2023,100% Online,Closed
20301,ANTH 4341,Gender and Sexuality in Global Perspectives,TDB,TDB,TDB,TBA,Deepa S Reddy,Spring 2023,100% Online,Opened
20303,ANTH 4342,"Human Rights, Social Justice, Health",Tu,4:00PM,6:50PM,Bayou Building 1213,Christine M Kovic,Spring 2023,< 50% online,Opened
20306,ANTH 4352,World Prehistory and Archaeology,TDB,TDB,TDB,TBA,Scotty Moore,Spring 2023,100% Online,Opened
20311,ANTH 5334,Native American Cultures,TDB,TDB,TDB,TBA,Maria F Curtis,Spring 2023,100% Online,Closed
20316,ANTH 5537,Topics in African Studies,We,9:00AM,11:50AM,Bayou Building 2230,Dawit Okubatsion Woldu,Spring 2023,< 50% online,Opened
20308,ANTH 5931,Research Topics in Anthropology,Mo,7:00PM,9:50PM,Bayou Building 1133,Christine M Kovic,Spring 2023,< 50% online,Opened
20428,ARTS 1303,World Art Survey I,TDB,TDB,TDB,TBA,Sarah Kielt Costello,Spring 2023,100% Online,Opened
20430,ARTS 1304,World Art Survey II,TDB,TDB,TDB,TBA,Jessica T Kubala,Spring 2023,100% Online,Opened
20002,ARTS 1311,Design Foundations,TuTh,1:00PM,3:50PM,Arbor North 1200.15,Lauren E Yandell,Spring 2023,100% F2F w/supplmtnl web,Closed
20003,ARTS 1316,Drawing Foundations,We,4:00PM,6:50PM,Arbor 1320.04,Marjorie Carol Paben,Spring 2023,100% F2F w/supplmtnl web,Closed
20004,ARTS 1316,Drawing Foundations,Mo,4:00PM,6:50PM,Arbor 1320.04,Lauren E Kussro,Spring 2023,100% F2F w/supplmtnl web,Closed
20005,ARTS 1316,Drawing Foundations,We,7:00PM,9:50PM,Arbor 1320.04,Janet Morton Reynolds,Spring 2023,100% F2F w/supplmtnl web,Closed
20006,ARTS 1325,Drawing for Non-Art Majors,We,4:00PM,6:50PM,Arbor 1320.04,Marjorie Carol Paben,Spring 2023,100% F2F w/supplmtnl web,Closed
20007,ARTS 1325,Drawing for Non-Art Majors,Mo,4:00PM,6:50PM,Arbor 1320.04,Lauren E Kussro,Spring 2023,100% F2F w/supplmtnl web,Closed
20008,ARTS 1325,Drawing for Non-Art Majors,We,7:00PM,9:50PM,Arbor 1320.04,Janet Morton Reynolds,Spring 2023,100% F2F w/supplmtnl web,Closed
20009,ARTS 2316,Painting,MoWe,1:00PM,3:50PM,Arbor 1150.01,Lauren E Yandell,Spring 2023,100% F2F w/supplmtnl web,Opened
20011,ARTS 2371,Digital Photography 1,We,1:00PM,3:50PM,Student Services Bld 220114,Angela Duron-Larson,Spring 2023,< 50% online,Opened
20012,ARTS 2371,Digital Photography 1,We,7:00PM,9:50PM,Student Services Bld 220114,Angela Duron-Larson,Spring 2023,< 50% online,Opened
20013,ARTS 2371,Digital Photography 1,Tu,8:30AM,11:20AM,SSCB� 220113,Leslie Plaza Johnson,Spring 2023,< 50% online,Opened
20014,ARTS 2371,Digital Photography 1,Th,8:30AM,11:20AM,Student Services Bld 220114,Leslie Plaza Johnson,Spring 2023,< 50% online,Opened
20015,ARTS 2371,Digital Photography 1,Th,4:00PM,6:50PM,Student Services Bld 220114,Daniel Seth Kraus,Spring 2023,< 50% online,Closed
20017,ARTS 2379,Arts and the Child,Tu,6:00PM,8:50PM,Arbor 1315.02,David Anthony Moya,Spring 2023,100% F2F w/supplmtnl web,Opened
20018,ARTS 2379,Arts and the Child,Tu,6:00PM,8:50PM,Arbor 1310.06,Victoria Suzanne Williams,Spring 2023,100% F2F w/supplmtnl web,Opened
20019,ARTS 2379,Arts and the Child,Tu,6:00PM,8:50PM,Arbor 1310.02,Henry A Darragh,Spring 2023,100% F2F w/supplmtnl web,Closed
20020,ARTS 3310,Sculpture,MoWe,9:00AM,11:50AM,Arbor North 1200.15,Jason D Makepeace,Spring 2023,100% F2F w/supplmtnl web,Closed
20021,ARTS 3320,Ceramics,TuTh,8:30AM,11:20AM,Arbor North 1200.08,Clay F Leonard,Spring 2023,100% F2F w/supplmtnl web,Closed
20022,ARTS 3331,Intermediate Drawing,TuTh,8:30AM,11:20AM,Arbor 1150.01,Lauren E Yandell,Spring 2023,100% F2F w/supplmtnl web,Opened
20023,ARTS 3333,Life Drawing,Fr,9:00AM,12:50PM,Arbor 1320.04,Mark Greenwalt,Spring 2023,100% F2F w/supplmtnl web,Closed
20024,ARTS 3333,Life Drawing,Fr,2:00PM,5:50PM,Arbor 1320.04,Nohelia Bolivar Vargas,Spring 2023,100% F2F w/supplmtnl web,Closed
20010,ARTS 3335,Intermediate Painting,MoWe,1:00PM,3:50PM,Arbor 1150.01,Lauren E Yandell,Spring 2023,100% F2F w/supplmtnl web,Closed
20026,ARTS 3340,Printmaking,TuTh,7:00PM,9:50PM,Arbor 1320.03,Lauren E Kussro,Spring 2023,100% F2F w/supplmtnl web,Closed
20027,ARTS 3341,Fibers,MoWe,1:00PM,3:50PM,Arbor North 1200.08,Marjorie Carol Paben,Spring 2023,100% F2F w/supplmtnl web,Closed
25808,ARTS 3351,Art 1950-Present,TDB,TDB,TDB,TBA,Jessica T Kubala,Spring 2023,100% Online,Closed
20030,ARTS 3352,Traditional Photography,Fr,9:00AM,12:50PM,Arbor 1305.02,Daniel Seth Kraus,Spring 2023,100% F2F w/supplmtnl web,Opened
20033,ARTS 3360,Graphic Design,Tu,7:00PM,9:50PM,Student Services Bld 220114,Wale Akingbade,Spring 2023,> or equal to 50% Online,Opened
20034,ARTS 3360,Graphic Design,Mo,9:00AM,11:50AM,Student Services Bld 220114,Stuart Larson,Spring 2023,< 50% online,Closed
20036,ARTS 4301,Methods in Secondary Art Education,TuTh,1:00PM,3:50PM,Arbor 1315.02,David Anthony Moya,Spring 2023,100% F2F w/supplmtnl web,Closed
20037,ARTS 4310,Advanced Sculpture,MoWe,4:00PM,6:50PM,Arbor North 1200.15,Jason D Makepeace,Spring 2023,100% F2F w/supplmtnl web,Opened
20445,ARTS 4315,Art of the Ancient Greek World,Mo,4:00PM,6:50PM,Bayou Building 1333,Sarah Kielt Costello,Spring 2023,< 50% online,Closed
20039,ARTS 4320,Advanced Ceramics,TuTh,1:00PM,3:50PM,Arbor North 1200.08,Clay F Leonard,Spring 2023,100% F2F w/supplmtnl web,Closed
21159,ARTS 4331,Advanced Drawing,MoWe,9:00AM,11:50AM,Arbor 1320.01,Lauren E Yandell,Spring 2023,100% F2F w/supplmtnl web,Closed
20043,ARTS 4335,Advanced Painting,MoWe,9:00AM,11:50AM,Arbor 1320.01,Lauren E Yandell,Spring 2023,100% F2F w/supplmtnl web,Closed
20047,ARTS 4339,Silkscreen Printing,TuTh,1:00PM,3:50PM,Arbor 1320.03,Lauren E Kussro,Spring 2023,100% F2F w/supplmtnl web,Closed
20028,ARTS 4341,Advanced Fibers,MoWe,1:00PM,3:50PM,Arbor North 1200.08,Marjorie Carol Paben,Spring 2023,100% F2F w/supplmtnl web,Opened
20048,ARTS 4348,Information Design,We,4:00PM,6:50PM,Student Services Bld 220114,Monica Edwards,Spring 2023,< 50% online,Opened
20031,ARTS 4350,Advanced Traditional Photography,Fr,9:00AM,12:50PM,Arbor 1305.02,Daniel Seth Kraus,Spring 2023,100% F2F w/supplmtnl web,Closed
20050,ARTS 4351,Advanced Digital Photography,We,4:00PM,6:50PM,SSCB� 220113,Daniel Seth Kraus,Spring 2023,< 50% online,Closed
20053,ARTS 4358,History and Theory of Graphic Design,We,9:00AM,11:50AM,Bayou Building 1326,Stuart Larson,Spring 2023,< 50% online,Closed
20055,ARTS 4369,Digital Illustration,Tu,8:30AM,11:20AM,Student Services Bld 220114,Stuart Larson,Spring 2023,< 50% online,Closed
20057,ARTS 4390,Senior Seminar in Art,Mo,1:00PM,3:50PM,Student Services Bld 220114,Clay F Leonard,Spring 2023,100% F2F w/supplmtnl web,Closed
20059,ARTS 4391,Selected Topics in Art,Tu,7:00PM,9:50PM,Bayou Building 2104,Eric Despard,Spring 2023,100% F2F w/supplmtnl web,Closed
20060,ARTS 4391,Selected Topics in Art,TuTh,4:00PM,6:50PM,Arbor 1315.02,Janet Morton Reynolds,Spring 2023,< 50% online,Opened
25989,ARTS 4391,Selected Topics in Art,TDB,TDB,TDB,TBA,Sarah Kielt Costello,Spring 2023,100% Online,Closed
20038,ARTS 5231,Sculpture and Ceramic Studio,MoWe,4:00PM,6:50PM,Arbor North 1200.15,Jason D Makepeace,Spring 2023,100% F2F w/supplmtnl web,Opened
20040,ARTS 5231,Sculpture and Ceramic Studio,TuTh,1:00PM,3:50PM,Arbor North 1200.08,Clay F Leonard,Spring 2023,100% F2F w/supplmtnl web,Opened
20450,ARTS 5234,Art of the Ancient Greek World,Mo,4:00PM,6:50PM,Bayou Building 1333,Sarah Kielt Costello,Spring 2023,< 50% online,Opened
20044,ARTS 5331,Painting-Drawing-Printmaking,MoWe,9:00AM,11:50AM,Arbor 1320.01,Lauren E Yandell,Spring 2023,100% F2F w/supplmtnl web,Closed
20046,ARTS 5331,Painting-Drawing-Printmaking,TuTh,1:00PM,3:50PM,Arbor 1320.03,Lauren E Kussro,Spring 2023,100% F2F w/supplmtnl web,Opened
19981,ASTR 1104,Lab for Solar System,Th,1:00PM,3:50PM,STEM 1200,Samina S Masood,Spring 2023,100% F2F w/supplmtnl web,Opened
19982,ASTR 1104,Lab for Solar System,We,7:00PM,9:50PM,STEM 1200,Derek Smith,Spring 2023,100% F2F w/supplmtnl web,Opened
19988,ASTR 1304,Solar System,MoWeFr,11:00AM,11:50AM,STEM 1203,Wes Kelly,Spring 2023,100% F2F w/supplmtnl web,Opened
21194,BIOL 1106,Lab for Biology for Science Majors I,We,9:00AM,11:50AM,Bayou Building 3313,Trish Trubl,Spring 2023,100% F2F w/supplmtnl web,Opened
21196,BIOL 1106,Lab for Biology for Science Majors I,We,1:00PM,3:50PM,Bayou Building 3313,Trish Trubl,Spring 2023,100% F2F w/supplmtnl web,Opened
21198,BIOL 1107,Laboratory for Biology for Science Majors II,Th,1:00PM,3:50PM,Bayou Building 3209,Trish Trubl,Spring 2023,100% F2F w/supplmtnl web,Opened
21200,BIOL 1107,Laboratory for Biology for Science Majors II,Th,5:00PM,7:50PM,Bayou Building 3209,Trish Trubl,Spring 2023,100% F2F w/supplmtnl web,Opened
21203,BIOL 1107,Laboratory for Biology for Science Majors II,Fr,9:00AM,11:50AM,Bayou Building 3209,Trish Trubl,Spring 2023,100% F2F w/supplmtnl web,Closed
21206,BIOL 1107,Laboratory for Biology for Science Majors II,Fr,1:00PM,3:50PM,Bayou Building 3209,Trish Trubl,Spring 2023,100% F2F w/supplmtnl web,Opened
21216,BIOL 1108,Laboratory for Biology for Non-Science Major I,We,9:00AM,11:50AM,Bayou Building 3209,Luke Roland Choate,Spring 2023,100% F2F w/supplmtnl web,Opened
21217,BIOL 1108,Laboratory for Biology for Non-Science Major I,We,1:00PM,3:50PM,Bayou Building 3209,Luke Roland Choate,Spring 2023,100% F2F w/supplmtnl web,Opened
21218,BIOL 1306,Biology for Science Majors I,TuTh,4:00PM,5:20PM,Bayou Building 3326,Luke Roland Choate,Spring 2023,100% F2F w/supplmtnl web,Opened
21219,BIOL 1307,Biology for Science Majors II,TuTh,10:00AM,11:20AM,STEM 1203,Trish Trubl,Spring 2023,100% F2F w/supplmtnl web,Opened
21220,BIOL 1308,Biology for Non-Science Majors I,TuTh,1:00PM,2:20PM,Bayou Building 1218,Luke Roland Choate,Spring 2023,100% F2F w/supplmtnl web,Opened
21221,BIOL 2102,Lab for Anatomy & Physiology II,Mo,1:00PM,3:50PM,BAYOU 3604,Catherine Yvonne Obrien,Spring 2023,100% F2F w/supplmtnl web,Opened
21222,BIOL 2121,Laboratory for Microbiology for Science Majors,We,9:00AM,11:50AM,Bayou Building 3211,Michael Geary LaMontagne,Spring 2023,100% F2F w/supplmtnl web,Opened
21223,BIOL 2121,Laboratory for Microbiology for Science Majors,We,1:00PM,3:50PM,Bayou Building 3211,Michael Geary LaMontagne,Spring 2023,100% F2F w/supplmtnl web,Closed
21224,BIOL 2121,Laboratory for Microbiology for Science Majors,Th,9:00AM,11:50AM,Bayou Building 3211,Caroline Grace Kmiecik,Spring 2023,100% F2F w/supplmtnl web,Opened
21226,BIOL 2302,Anatomy & Physiology II,TuTh,10:00AM,11:20AM,Bayou Building 2106,Catherine Yvonne Obrien,Spring 2023,100% F2F w/supplmtnl web,Opened
21227,BIOL 2321,Microbiology for Science Majors,TuTh,1:00PM,2:20PM,Bayou Building 3332,Michael Geary LaMontagne,Spring 2023,100% F2F w/supplmtnl web,Opened
21228,BIOL 3141,Molecular Genetics Laboratory,Mo,1:00PM,3:50PM,Bayou Building 3313,Jennifer Anne McNaspy,Spring 2023,100% F2F w/supplmtnl web,Opened
21229,BIOL 3141,Molecular Genetics Laboratory,Mo,9:00AM,11:50AM,Bayou Building 3313,Luke Roland Choate,Spring 2023,100% F2F w/supplmtnl web,Opened
21230,BIOL 3173,Human Anatomy Laboratory,Tu,11:00AM,12:50PM,BAYOU 3604,Stephen Michael Gruber,Spring 2023,100% F2F w/supplmtnl web,Closed
21231,BIOL 3173,Human Anatomy Laboratory,Tu,1:00PM,2:50PM,BAYOU 3604,Richard L Puzdrowski,Spring 2023,100% F2F w/supplmtnl web,Opened
21232,BIOL 3173,Human Anatomy Laboratory,Tu,3:00PM,4:50PM,BAYOU 3604,Richard L Puzdrowski,Spring 2023,100% F2F w/supplmtnl web,Opened
21236,BIOL 3307,Cell Biology,MoWe,10:00AM,11:20AM,Bayou Building 1333,Scott Buckel,Spring 2023,100% F2F w/supplmtnl web,Opened
25498,BIOL 3316,Introduction to Herpetology,Tu,7:00PM,9:50PM,Bayou Building 3615,Stanley Richard Mays,Spring 2023,100% F2F w/supplmtnl web,Opened
21237,BIOL 3341,Molecular Genetics,TuTh,10:00AM,11:20AM,Bayou Building 3326,Larry H Rohde,Spring 2023,100% F2F w/supplmtnl web,Opened
21238,BIOL 3373,Human Anatomy,Mo,1:00PM,3:50PM,Bayou Building 3332,Stephen Michael Gruber,Spring 2023,100% F2F w/supplmtnl web,Opened
21239,BIOL 4115,Biology Practicum,TDB,TDB,TDB,TBA,Trish Trubl,Spring 2023,100% F2F w/supplmtnl web,Opened
26711,BIOL 4115,Biology Practicum,TDB,TDB,TDB,TBA,Michael Geary LaMontagne,Spring 2023,100% F2F w/supplmtnl web,Opened
21245,BIOL 4241,Laboratory For Physiology,Th,6:00PM,9:50PM,BAYOU 3604,Stephen Michael Gruber,Spring 2023,100% F2F w/supplmtnl web,Closed
21246,BIOL 4241,Laboratory For Physiology,Th,1:00PM,4:50PM,BAYOU 3604,Stephen Michael Gruber,Spring 2023,100% F2F w/supplmtnl web,Opened
21247,BIOL 4241,Laboratory For Physiology,Th,9:00AM,12:50PM,BAYOU 3604,Stephen Michael Gruber,Spring 2023,100% F2F w/supplmtnl web,Closed
21260,BIOL 4242,Laboratory For Biochemistry,Mo,12:00PM,3:50PM,Bayou Building 3520,Scott Buckel,Spring 2023,100% F2F w/supplmtnl web,Opened
21262,BIOL 4242,Laboratory For Biochemistry,Tu,12:00PM,3:50PM,Bayou Building 3520,Scott Buckel,Spring 2023,100% F2F w/supplmtnl web,Opened
21263,BIOL 4252,Molecular Biology Laboratory,Tu,12:00PM,3:50PM,Bayou Building 3108,Mohammad B Rashid,Spring 2023,100% F2F w/supplmtnl web,Opened
21264,BIOL 4254,Laboratory for Eukaryotic Gene,We,12:00PM,3:50PM,Bayou Building 3108,Lory Zoe Santiago-Vazquez,Spring 2023,100% F2F w/supplmtnl web,Opened
21265,BIOL 4278,Seminar in Biology,We,1:00PM,2:50PM,Bayou Building 1135,Brian Stephens,Spring 2023,100% F2F w/supplmtnl web,Opened
24422,BIOL 4278,Seminar in Biology,We,4:00PM,5:50PM,Bayou Building 1213,Brian Stephens,Spring 2023,100% F2F w/supplmtnl web,Closed
23477,BIOL 4311,Ecology,Mo,7:00PM,9:50PM,Bayou Building 2512,Cindy Howard,Spring 2023,> or equal to 50% Online,Opened
23478,BIOL 4315,Biology Practicum,TDB,TDB,TDB,TBA,Cindy Howard,Spring 2023,100% F2F w/supplmtnl web,Opened
25439,BIOL 4325,Environmental Toxicology,MoWe,4:00PM,5:20PM,Bayou Building 3326,Cindy Howard,Spring 2023,100% F2F w/supplmtnl web,Opened
23482,BIOL 4341,Biochemistry I,TuTh,10:00AM,11:20AM,Bayou Building 2512,William R Mills,Spring 2023,100% F2F w/supplmtnl web,Opened
23483,BIOL 4342,Biochemistry II,MoWe,11:30AM,12:50PM,Bayou Building 2512,William R Mills,Spring 2023,100% F2F w/supplmtnl web,Opened
23484,BIOL 4343,Plant Physiology,TuTh,4:00PM,5:20PM,Bayou Building 2512,Brian Stephens,Spring 2023,100% F2F w/supplmtnl web,Closed
21250,BIOL 4345,Human Physiology,Mo,4:00PM,6:50PM,Bayou Building 2512,Leonard James Giblin,Spring 2023,100% F2F w/supplmtnl web,Closed
21248,BIOL 4346,Pathophysiology,Th,4:00PM,6:50PM,Bayou Building 2234,Richard L Puzdrowski,Spring 2023,100% F2F w/supplmtnl web,Opened
21244,BIOL 4347,Cellular Physiology,Tu,1:00PM,3:50PM,STEM 2101,Leonard James Giblin,Spring 2023,100% F2F w/supplmtnl web,Opened
21243,BIOL 4348,Developmental Biology,We,7:00PM,9:50PM,Bayou Building 2236,Larry H Rohde,Spring 2023,100% F2F w/supplmtnl web,Opened
21242,BIOL 4351,Molecular Biology I,Mo,4:00PM,6:50PM,Bayou Building 2236,Mohammad B Rashid,Spring 2023,100% F2F w/supplmtnl web,Opened
21241,BIOL 4355,Tissue Culture,Mo,7:00PM,9:50PM,Bayou Building 3108,Larry H Rohde,Spring 2023,100% F2F w/supplmtnl web,Closed
21240,BIOL 4361,Immunology,Th,9:00AM,11:50AM,Bayou Building 3332,Mohammad B Rashid,Spring 2023,100% F2F w/supplmtnl web,Closed
23564,BIOL 5334,Microbial Ecology,MoWe,5:30PM,6:50PM,Bayou Building 3324,Michael Geary LaMontagne,Spring 2023,100% F2F w/supplmtnl web,Opened
23565,BIOL 5436,Physiological Basis of Disease,Th,4:00PM,6:50PM,Bayou Building 3615,Leonard James Giblin,Spring 2023,100% F2F w/supplmtnl web,Opened
25438,BIOL 5534,Conservation Biology,TDB,TDB,TDB,TBA,Jenny Wrast Oakley,Spring 2023,100% Online,Opened
23566,BIOL 5731,Advanced Cancer Biology,Mo,7:00PM,9:50PM,Bayou Building 2234,Leonard James Giblin,Spring 2023,100% F2F w/supplmtnl web,Closed
25523,BIOL 5736,Bioethics,Mo,4:00PM,6:50PM,Bayou Building 1104,William R Mills,Spring 2023,> or equal to 50% Online,Closed
23569,BIOL 6838,Research Project And Seminar,Mo,4:00PM,6:50PM,Bayou Building 3615,Brian Stephens,Spring 2023,> or equal to 50% Online,Opened
26959,BIOL 6838,Research Project And Seminar,Tu,7:00PM,9:50PM,TBA,Scott Buckel,Spring 2023,> or equal to 50% Online,Opened
21168,BIOT 5011,Methods in Biotechnology Discussion,Th,5:00PM,5:50PM,Bayou Building 3108,Minal Yashwant Bhadane,Spring 2023,> or equal to 50% Online,Opened
21170,BIOT 5021,Methods of Biotechnology,Th,6:00PM,9:50PM,Bayou Building 3108,Minal Yashwant Bhadane,Spring 2023,100% F2F w/supplmtnl web,Opened
21174,BIOT 5111,Advanced Methods of Biotechnology I Discussion,Mo,11:00AM,11:50AM,Bayou Building 3108,Martha Ariza,Spring 2023,> or equal to 50% Online,Closed
21176,BIOT 5112,Advanced Methods of Biotechnology II Discussion,Tu,1:00PM,1:50PM,SSCB� 2302,Martha Ariza,Spring 2023,> or equal to 50% Online,Opened
21175,BIOT 5121,Advanced Methods of Biotechnology I,Mo,12:00PM,3:50PM,Bayou Building 3108,Martha Ariza,Spring 2023,100% F2F w/supplmtnl web,Opened
21177,BIOT 5122,Advanced Methods of Biotechnology II,Tu,8:30AM,12:20PM,Bayou Building 1311,Martha Ariza,Spring 2023,100% F2F w/supplmtnl web,Opened
21181,BIOT 5530,Research Methods in Biotechnology,We,7:00PM,9:50PM,Bayou Building 1104,Lory Zoe Santiago-Vazquez,Spring 2023,> or equal to 50% Online,Opened
21184,BIOT 5736,Bioethics,Mo,4:00PM,6:50PM,Bayou Building 1104,William R Mills,Spring 2023,100% F2F w/supplmtnl web,Opened
21188,BIOT 5915,Cooperative Education Work Term,TDB,TDB,TDB,TBA,Lory Zoe Santiago-Vazquez,Spring 2023,100% F2F w/supplmtnl web,Opened
21173,BIOT 5933,Laboratory Topics in Biotechnology,Th,8:30AM,1:10PM,Bayou Building 3108,Martha Ariza,Spring 2023,100% F2F w/supplmtnl web,Closed
21189,BIOT 6021,Biotechnology Practicum,TDB,TDB,TDB,TBA,Mohammad B Rashid,Spring 2023,100% F2F w/supplmtnl web,Opened
21190,BIOT 6031,Biotechnology Practicum,TDB,TDB,TDB,TBA,Mohammad B Rashid,Spring 2023,100% F2F w/supplmtnl web,Opened
21191,BIOT 6838,Research Project and Seminar,We,7:00PM,9:50PM,Bayou Building 1104,Lory Zoe Santiago-Vazquez,Spring 2023,< 50% online,Opened
20082,CENG 2112,Lab For Digital Circuits,Mo,9:00AM,11:50AM,Delta Building 128,Miguel Angel Pagan,Spring 2023,100% F2F w/supplmtnl web,Opened
20083,CENG 2112,Lab For Digital Circuits,Tu,1:00PM,3:50PM,Delta Building 128,Miguel Angel Pagan,Spring 2023,100% F2F w/supplmtnl web,Opened
20084,CENG 2112,Lab For Digital Circuits,Th,7:00PM,9:50PM,Delta Building 128,Miguel Angel Pagan,Spring 2023,100% F2F w/supplmtnl web,Opened
20098,CENG 2312,Digital Circuits,MoWe,2:30PM,3:50PM,DELTA 140,Miguel Angel Pagan,Spring 2023,100% F2F w/supplmtnl web,Opened
20099,CENG 2312,Digital Circuits,TuTh,4:00PM,5:20PM,Delta Building 136,Miguel Angel Pagan,Spring 2023,100% F2F w/supplmtnl web,Opened
20107,CENG 2371,Microcontroller Programming,MoWe,1:00PM,2:20PM,DELTA 140,Ishaq H Unwala,Spring 2023,100% F2F w/supplmtnl web,Opened
20085,CENG 3113,Lab For Linear Circuits,Mo,7:00PM,9:50PM,Delta Building 126,"Unal ""Zak"" Sakoglu",Spring 2023,100% F2F w/supplmtnl web,Opened
20088,CENG 3116,Lab for Electronics,We,7:00PM,9:50PM,Delta Building 126,Xiaokun Yang,Spring 2023,100% F2F w/supplmtnl web,Opened
20090,CENG 3131,Lab For Telecom And Networks,Tu,7:00PM,9:50PM,Delta Building 126,Jiang Lu,Spring 2023,100% F2F w/supplmtnl web,Closed
20091,CENG 3131,Lab For Telecom And Networks,Th,1:00PM,3:50PM,Delta Building 128,Jiang Lu,Spring 2023,100% F2F w/supplmtnl web,Opened
20092,CENG 3151,Lab For Computer Architecture,Tu,8:30AM,11:20AM,Delta Building 126,Hakduran Koc,Spring 2023,100% F2F w/supplmtnl web,Closed
20093,CENG 3151,Lab For Computer Architecture,Th,8:30AM,11:20AM,Delta Building 126,Hakduran Koc,Spring 2023,100% F2F w/supplmtnl web,Opened
