crn,course_code,name,days,start_time,end_time,room_num,instructor,semester,mode,status
10063,ACCT 4346,Business Ethics for Accountant,Th,7:00PM,9:50PM,Bayou Building 1213,Amanda Bates,Spring 2023,< 50% online,Opened
10064,ACCT 4346,Business Ethics for Accountant,TDB,TDB,TDB,TBA,Amanda Bates,Spring 2023,100% Online,Closed
10066,ACCT 4348,Intro to Data Analytics in Accounting,Tu,7:00PM,9:50PM,Bayou Building 1333,Hui Du,Spring 2023,< 50% online,Opened
10067,ACCT 4352,Advanced Financial Accounting,Mo,7:00PM,9:50PM,Bayou Building 1311,Zhaohui Xu,Spring 2023,< 50% online,Opened
10068,ACCT 4352,Advanced Financial Accounting,TDB,TDB,TDB,TBA,Zhaohui Xu,Spring 2023,100% Online,Closed
10069,ACCT 4352,Advanced Financial Accounting,TDB,TDB,TDB,TBA,Zhaohui Xu,Spring 2023,100% Online,Closed
10070,ACCT 4353,Federal Taxation of Business Entities,Tu,7:00PM,9:50PM,Bayou Building 1211,William Scott Youngblood,Spring 2023,< 50% online,Opened
10071,ACCT 4361,International Accounting,Th,7:00PM,9:50PM,Bayou Building 1302,Lin Yi,Spring 2023,< 50% online,Opened
20565,ACCT 5131,Acct For Administration Cntrl,Mo,7:00PM,9:50PM,Bayou Building 2311,Lin Yi,Spring 2023,< 50% online,Opened
20566,ACCT 5131,Acct For Administration Cntrl,TDB,TDB,TDB,TBA,Lin Yi,Spring 2023,100% Online,Opened
