crn,course_code,name,days,start_time,end_time,room_num,instructor,semester,mode,status
26774,DASC 6838,Research Project and Seminar,W,1900,2150,Delta Building 234,Gary D Boetticher,Spring 2023,100% F2F w/supplmtnl web,Closed
20062,DMST 5231,Advanced Digital Media Design,T,830,1120,Student Services Bld 220114,Stuart Larson,Spring 2023,< 50% online,Closed
20177,DMST 5232,Media and Communication Research Methods,M,1900,2150,Bayou Building 1302,Anna Klyueva,Spring 2023,100% F2F w/supplmtnl web,Opened
20164,DMST 5235,Animation,W,1900,2150,Student Services Bld 220101,Anne M Henry,Spring 2023,> or equal to 50% Online,Opened
20169,DMST 5534,Video Production 1,T,1900,2150,SSCB� 220113,Michael C Brims,Spring 2023,> or equal to 50% Online,Opened
20175,DMST 5536,Studio-Based Video Production,H,1900,2150,SSCB� 220113,Michael C Brims,Spring 2023,> or equal to 50% Online,Opened
20176,DMST 6739,Graduate Internship,F,1300,1550,Bayou Building 1211,Leo Chan,Spring 2023,100% F2F w/supplmtnl web,Opened
10128,DSCI 3321,Statistics I,TH,1000,1120,Bayou Building 1313,Ken Black,Spring 2023,Face to Face,Closed
10129,DSCI 3321,Statistics I,TH,1300,1420,Bayou Building 1313,Ken Black,Spring 2023,Face to Face,Opened
10130,DSCI 3321,Statistics I,W,1900,2150,Bayou Building 1218,Ken Black,Spring 2023,Face to Face,Opened
10131,DSCI 3321,Statistics I,TDB,TDB,TDB,TBA,Lifei Sheng,Spring 2023,100% Online,Closed
10133,DSCI 3321,Statistics I,TDB,TDB,TDB,TBA,Lifei Sheng,Spring 2023,100% Online,Opened
10135,DSCI 3321,Statistics I,TDB,TDB,TDB,TBA,A Glen Houston,Spring 2023,100% Online,Opened
10136,DSCI 3331,Quantitative Methods for Management,M,1300,1550,STEM 1203,Faiza Zalila,Spring 2023,< 50% online,Opened
10138,DSCI 3331,Quantitative Methods for Management,H,1900,2150,Bayou Building 1313,Lifei Sheng,Spring 2023,Face to Face,Closed
10139,DSCI 3331,Quantitative Methods for Management,TDB,TDB,TDB,TBA,Faiza Zalila,Spring 2023,100% Online,Closed
10141,DSCI 3331,Quantitative Methods for Management,TDB,TDB,TDB,TBA,Ahsanul Huq,Spring 2023,100% Online,Closed
20614,DSCI 5231,Business Analytics II,TDB,TDB,TDB,TBA,Vicky Gu,Spring 2023,100% Online,Opened
20583,DSCI 5431,Management Science & Operation,H,1900,2150,Bayou Building 1333,Vicky Gu,Spring 2023,< 50% online,Opened
20616,DSCI 5431,Management Science & Operation,TDB,TDB,TDB,TBA,Vicky Gu,Spring 2023,100% Online,Opened
21092,ECED 1303,Children and Families,TDB,TDB,TDB,TBA,Terry Ann Chvala,Spring 2023,100% Online,Opened
26779,ECED 1303,Children and Families,TDB,TDB,TDB,TBA,Precious L Parks,Spring 2023,100% Online,Opened
19720,ECED 1311,Historical and Recent Trends in Early Childhood Education,TDB,TDB,TDB,TBA,Terry Ann Chvala,Spring 2023,100% Online,Opened
19721,ECED 1354,Developmental Theories of Young Children,TH,1130,1250,Bayou Building 1439,Rebecca L Huss-Keeler,Spring 2023,> or equal to 50% Online,Opened
21093,ECED 1354,Developmental Theories of Young Children,TDB,TDB,TDB,TBA,Shanna L Graves,Spring 2023,100% Online,Closed
19722,ECED 4100,EC-3 Teacher Seminar,M,1600,1850,Bayou Building 2104,Rita Louise Goudeau,Spring 2023,> or equal to 50% Online,Opened
19726,ECED 4302,Integrated Curriculum for Young Children,M,1600,1850,Arbor 1310.03,Kellye Patricia Sipes,Spring 2023,< 50% online,Opened
19728,ECED 4302,Integrated Curriculum for Young Children,H,1900,2150,Arbor 1310.03,Kelly Theresa Tryer,Spring 2023,< 50% online,Closed
19729,ECED 4302,Integrated Curriculum for Young Children,H,1300,1550,Arbor 1310.03,Neelofer A Tajani,Spring 2023,< 50% online,Opened
19730,ECED 4303,Child Guidance & Classroom Management for Young Children,TDB,TDB,TDB,TBA,Shanna L Graves,Spring 2023,100% Online,Closed
19732,ECED 4304,"Facilitating Children's Development through Fine Arts, Health & Physical Education",M,1900,2150,Arbor 1310.05,Kellye Patricia Sipes,Spring 2023,> or equal to 50% Online,Closed
19733,ECED 4304,"Facilitating Children's Development through Fine Arts, Health & Physical Education",H,1300,1550,Arbor 1310.05,Meagan Friedman,Spring 2023,> or equal to 50% Online,Opened
19734,ECED 4304,"Facilitating Children's Development through Fine Arts, Health & Physical Education",T,1300,1550,Arbor 1310.06,Preeti Jain,Spring 2023,> or equal to 50% Online,Opened
25576,ECED 4307,Mathematics and Science in Early Childhood Education,T,1900,2150,Bayou Building 1439,Jennifer Dawn Coughran,Spring 2023,< 50% online,Opened
19746,ECED 4308,Creativity in Early Childhood,TDB,TDB,TDB,TBA,Amy Wood,Spring 2023,100% Online,Closed
21091,ECED 4309,Advocacy and Parent Engagement,TDB,TDB,TDB,TBA,Amber Leigh Brown,Spring 2023,100% Online,Opened
19747,ECED 4311,Reading Development in Young Children,H,830,1120,Arbor 1310.06,Rebecca L Huss-Keeler,Spring 2023,> or equal to 50% Online,Opened
19748,ECED 4311,Reading Development in Young Children,W,1900,2150,Arbor 1310.03,Amy Beth Dickey,Spring 2023,> or equal to 50% Online,Opened
19750,ECED 4311,Reading Development in Young Children,T,1600,1850,Bayou Building 1228,Janice Perrin,Spring 2023,> or equal to 50% Online,Opened
19751,ECED 4314,Observational/Developmental Assessment of Young Children,T,1300,1550,Bayou Building 1228,Pooja Gupta,Spring 2023,> or equal to 50% Online,Opened
19753,ECED 4325,Early Childhood Program Development & Management I - Leadership Strategies & Staff Development,TDB,TDB,TDB,TBA,Jacinth Claudia Chapman,Spring 2023,100% Online,Opened
19755,ECED 4328,Early Childhood Curriculum and Pedagogy,T,1300,1550,Arbor 1310.03,Amy Wood,Spring 2023,< 50% online,Opened
19765,ECED 4377,Practicum,TDB,TDB,TDB,TBA,Rebecca L Huss-Keeler,Spring 2023,100% F2F w/supplmtnl web,Opened
25483,ECED 5033,Guidance and Classroom Management for EC6,TDB,TDB,TDB,TBA,Shanna L Graves,Spring 2023,100% Online,Opened
19771,ECED 5131,Curriculum in Early Childhood Education,TDB,TDB,TDB,TBA,Neelofer A Tajani,Spring 2023,100% Online,Opened
19784,ECED 5132,Literacy Dvmnt In Early Chldh,TDB,TDB,TDB,TBA,Amber Leigh Brown,Spring 2023,100% Online,Opened
21094,ECED 5133,Mathematics and Science Teaching and Learning in Early Childhood,TDB,TDB,TDB,TBA,Preeti Jain,Spring 2023,100% Online,Opened
19793,ECED 5337,Administration and Management of Programs for Young Children II,TDB,TDB,TDB,TBA,Neelofer A Tajani,Spring 2023,100% Online,Opened
19832,ECED 6739,Early Childhood Education,TDB,TDB,TDB,TBA,Rebecca L Huss-Keeler,Spring 2023,100% Online,Opened
20699,ECON 2301,Principles of Macroeconomics,TH,1000,1120,Student Services Bld 2310,Anne Anders,Spring 2023,< 50% online,Opened
20700,ECON 2301,Principles of Macroeconomics,TDB,TDB,TDB,TBA,Anne Anders,Spring 2023,100% Online,Opened
20703,ECON 2301,Principles of Macroeconomics,T,1900,2150,Bayou Building 2236,Allyssa Ann Wadsworth,Spring 2023,Face to Face,Opened
20676,ECON 2301,Principles of Macroeconomics,TDB,TDB,TDB,TBA,Jason E Murasko,Spring 2023,100% Online,Opened
20711,ECON 2302,Principles of Microeconomics,TH,1300,1420,Bayou Building 2311,Stephen J Cotten,Spring 2023,Face to Face,Opened
20712,ECON 2302,Principles of Microeconomics,TDB,TDB,TDB,TBA,Stephen J Cotten,Spring 2023,100% Online,Opened
20679,ECON 2302,Principles of Microeconomics,TDB,TDB,TDB,TBA,Anne Anders,Spring 2023,100% Online,Opened
20723,ECON 3311,Money And Banking,T,1600,1850,Bayou Building 2234,Jason E Murasko,Spring 2023,Face to Face,Closed
20724,ECON 3311,Money And Banking,H,1300,1550,Bayou Building 2234,Allyssa Ann Wadsworth,Spring 2023,Face to Face,Opened
20726,ECON 3311,Money And Banking,TDB,TDB,TDB,TBA,Allyssa Ann Wadsworth,Spring 2023,100% Online,Closed
20728,ECON 3311,Money And Banking,TDB,TDB,TDB,TBA,Jason E Murasko,Spring 2023,100% Online,Closed
20730,ECON 3311,Money And Banking,TDB,TDB,TDB,TBA,Jonathan Bolston,Spring 2023,100% Online,Opened
20688,ECON 3311,Money And Banking,TDB,TDB,TDB,TBA,Stephen J Cotten,Spring 2023,100% Online,Opened
10160,ECON 3371,Public Finance,W,1900,2150,Bayou Building 1335,Stephen J Cotten,Spring 2023,< 50% online,Opened
20584,ECON 5136,Managerial Economics,W,1900,2150,Bayou Building 2512,Jason E Murasko,Spring 2023,< 50% online,Opened
20618,ECON 5136,Managerial Economics,TDB,TDB,TDB,TBA,Anne Anders,Spring 2023,100% Online,Closed
19487,EDCI 7031,Quantitative Research I,W,1600,1850,Bayou Building 1439,Renee E. Lastrapes,Spring 2023,< 50% online,Opened
19488,EDCI 7035,Intercultural Communication,W,1900,2150,Bayou Building 2237,Christian Winn,Spring 2023,> or equal to 50% Online,Opened
19489,EDCI 7137,Advanced Models of Teaching STEM Education,W,1900,2150,Bayou Building 1326,Omah M. Williams-Duncan,Spring 2023,< 50% online,Opened
19490,EDCI 7331,Advanced Qualitative Methods,W,1600,1850,Bayou Building 1335,Jane McIntosh Cooper,Spring 2023,< 50% online,Opened
19492,EDLS 7030,Dispute Resolution,W,1900,2150,Bayou Building 2106,Randal Kent O'Brien,Spring 2023,< 50% online,Opened
19495,EDLS 7031,Quantitative Research I,W,1600,1850,Bayou Building 1439,Renee E. Lastrapes,Spring 2023,< 50% online,Opened
25824,EDLS 7133,Professional Writing Workshop,H,1600,1850,Arbor 1310.07,Roberta Diane Raymond,Spring 2023,< 50% online,Opened
19503,EDLS 7331,Advanced Qualitative Methods,W,1600,1850,Bayou Building 3607,Jane McIntosh Cooper,Spring 2023,< 50% online,Opened
21059,EDLS 7530,Learning Theory and Instruction,TDB,TDB,TDB,TBA,Sheila E Schatzke,Spring 2023,100% Online,Opened
21066,EDLS 7533,Systematic Design of Technology-based Instruction,TDB,TDB,TDB,TBA,Michelle Giles,Spring 2023,100% Online,Opened
21079,EDLS 7537,Technology and eLearning,TDB,TDB,TDB,TBA,Michelle Giles,Spring 2023,100% Online,Opened
21082,EDLS 7538,Interactive Distance Learning,TDB,TDB,TDB,TBA,Michelle Giles,Spring 2023,100% Online,Opened
26735,EDLS 7939,Doctoral Independent Study in Educational Leadership,TDB,TDB,TDB,TBA,Roberta Diane Raymond,Spring 2023,100% online w/F2F,Opened
19499,EDLS 8132,Transition and Change Management,W,1600,1850,Bayou Building 2235,Queinnise A Miller,Spring 2023,< 50% online,Opened
19497,EDLS 8330,Human Resources Administration,W,1900,2150,Bayou Building 1228,Antonio Corrales,Spring 2023,< 50% online,Opened
25874,EDLS 8939,Dissertation,TDB,TDB,TDB,TBA,Rebecca L Huss-Keeler,Spring 2023,Face to Face,Opened
26232,EDLS 8939,Dissertation,TDB,TDB,TDB,TBA,Antonio Corrales,Spring 2023,Face to Face,Closed
26670,EDLS 8939,Dissertation,TDB,TDB,TDB,TBA,Roberta Diane Raymond,Spring 2023,Face to Face,Opened
26669,EDLS 8969,Dissertation,TDB,TDB,TDB,TBA,Jennifer Grace,Spring 2023,Face to Face,Opened
19507,EDUC 4310,Theories of Educational Psychology,M,900,1150,Bayou Building 1219,Lee Cox,Spring 2023,< 50% online,Opened
19508,EDUC 4310,Theories of Educational Psychology,M,1300,1550,Bayou Building 1219,Paul A Wagner,Spring 2023,> or equal to 50% Online,Opened
19510,EDUC 4310,Theories of Educational Psychology,T,1300,1550,Bayou Building 1302,Paul A Wagner,Spring 2023,> or equal to 50% Online,Opened
19511,EDUC 4310,Theories of Educational Psychology,T,1300,1550,Bayou Building 1104,Robert Morris Jones,Spring 2023,< 50% online,Opened
19512,EDUC 4310,Theories of Educational Psychology,W,1300,1550,Bayou Building 1104,Robert Morris Jones,Spring 2023,< 50% online,Opened
19513,EDUC 4310,Theories of Educational Psychology,H,1300,1550,Bayou Building 1104,Robert Morris Jones,Spring 2023,< 50% online,Opened
19514,EDUC 4310,Theories of Educational Psychology,TDB,TDB,TDB,TBA,Eric M. Carr,Spring 2023,100% Online,Closed
21085,EDUC 4310,Theories of Educational Psychology,TDB,TDB,TDB,TBA,Paul A Wagner,Spring 2023,100% Online,Closed
21086,EDUC 6032,Applied Statistics,TDB,TDB,TDB,TBA,Staci Elizabeth Mizell,Spring 2023,100% Online,Opened
21088,EDUC 6033,Research Design And Analysis,TDB,TDB,TDB,TBA,Staci Elizabeth Mizell,Spring 2023,100% Online,Opened
19967,EMGT 5130,New Business Development,TDB,TDB,TDB,TBA,Young Jeong,Spring 2023,100% Online,Opened
19948,EMGT 5231,Engineering Management Planning,H,1600,1850,Delta Building 119B,Gene Shan,Spring 2023,< 50% online,Closed
19949,EMGT 5231,Engineering Management Planning,TDB,TDB,TDB,TBA,Gene Shan,Spring 2023,100% Online,Opened
19951,EMGT 5330,Service and Operations Management,T,1600,1850,Delta Building 119B,Young Jeong,Spring 2023,< 50% online,Opened
19952,EMGT 5330,Service and Operations Management,TDB,TDB,TDB,TBA,Young Jeong,Spring 2023,100% Online,Closed
19954,EMGT 5430,Professional Project Management,M,1600,1850,Delta Building 119B,Young Jeong,Spring 2023,< 50% online,Closed
19955,EMGT 5430,Professional Project Management,TDB,TDB,TDB,TBA,Young Jeong,Spring 2023,100% Online,Opened
23464,EMGT 5531,Technology Planning and Management,W,1600,1850,Delta Building 119B,Ipek Bozkurt,Spring 2023,< 50% online,Closed
23465,EMGT 5531,Technology Planning and Management,TDB,TDB,TDB,TBA,Ipek Bozkurt,Spring 2023,100% Online,Closed
19962,EMGT 5630,Quantitative Decision Making for EMGT,TDB,TDB,TDB,TBA,Ipek Bozkurt,Spring 2023,100% Online,Closed
23467,EMGT 5730,Fundamentals of Enterprise Resource Planning Software,T,1600,1850,Delta Building 119B,Gene Shan,Spring 2023,< 50% online,Opened
23468,EMGT 5730,Fundamentals of Enterprise Resource Planning Software,TDB,TDB,TDB,TBA,Gene Shan,Spring 2023,100% Online,Opened
19978,EMGT 5731,Business Analytics,M,1600,1850,Delta Building 119B,Gene Shan,Spring 2023,< 50% online,Closed
19979,EMGT 5731,Business Analytics,TDB,TDB,TDB,TBA,Gene Shan,Spring 2023,100% Online,Closed
19985,EMGT 6837,Engineering Management Capstone Project,H,1600,1850,Delta Building 119B,Ipek Bozkurt,Spring 2023,< 50% online,Opened
19986,EMGT 6837,Engineering Management Capstone Project,TDB,TDB,TDB,TBA,Ipek Bozkurt,Spring 2023,100% Online,Opened
19561,ENGR 1201,Introduction to Engineering,TH,830,950,Student Services Bld 220112,Ariful Bhuiyan,Spring 2023,100% F2F w/supplmtnl web,Closed
19563,ENGR 2302,Dynamics,MW,1000,1120,STEM 2103,Ariful Bhuiyan,Spring 2023,100% F2F w/supplmtnl web,Opened
19564,ENGR 2304,Computing for Engineers,TH,1130,1220,Student Services Bld 220112,Mohsen Daghooghi,Spring 2023,100% F2F w/supplmtnl web,Opened
19565,ENGR 2304,Computing for Engineers,H,1600,1850,Student Services Bld 2201.03,Mohsen Daghooghi,Spring 2023,100% F2F w/supplmtnl web,Opened
19566,ENGR 2305,Electrical Circuits I,MW,1430,1550,STEM 2103,"Unal ""Zak"" Sakoglu",Spring 2023,100% F2F w/supplmtnl web,Opened
19567,ENGR 2305,Electrical Circuits I,TH,1430,1550,STEM 2103,Luong An Nguyen,Spring 2023,100% F2F w/supplmtnl web,Opened
23490,ENSC 1102,Laboratory for Environmental Science II,T,1300,1550,STEM 2113,Sachiyo T Mukherji,Spring 2023,< 50% online,Opened
25662,ENSC 1302,Environmental Science II,TH,1000,1120,Bayou Building 1133,Sachiyo T Mukherji,Spring 2023,< 50% online,Opened
23499,ENSC 3301,Energy in the Environment,H,1300,1550,STEM 2113,Sachiyo T Mukherji,Spring 2023,< 50% online,Opened
23500,ENSC 3333,Environmental Geology,TDB,TDB,TDB,TBA,Dongmin Sun,Spring 2023,100% Online,Closed
23502,ENSC 4251,Laboratory for Environmental Analysis,H,1800,2150,Bayou Building 3335,Yu-Hui Zhang,Spring 2023,< 50% online,Opened
25663,ENSC 4307,Geographic Information Systems,W,1300,1550,Bayou Building 3324,Marc Mokrech,Spring 2023,100% F2F w/supplmtnl web,Opened
23504,ENSC 4315,Environmental Science Practicum,TDB,TDB,TDB,TBA,Cindy Howard,Spring 2023,100% Online,Opened
23505,ENSC 4323,Soils in the Environment,M,1900,2150,STEM 2105,Dongmin Sun,Spring 2023,100% F2F w/supplmtnl web,Opened
25487,ENSC 4325,Environmental Toxicology,MW,1600,1720,Bayou Building 3326,Cindy Howard,Spring 2023,100% F2F w/supplmtnl web,Opened
25488,ENSC 4332,Advanced Environmental Science,M,1300,1550,STEM 2113,Sachiyo T Mukherji,Spring 2023,< 50% online,Opened
25664,ENSC 4335,Applied GIS,F,1300,1550,Bayou Building 1130,Marc Mokrech,Spring 2023,100% F2F w/supplmtnl web,Opened
23640,ENSC 4344,Air Quality and Pollution Control,TDB,TDB,TDB,TBA,Chunlong Zhang,Spring 2023,100% Online,Opened
23516,ENSC 4355,Environmental Sampling and Monitoring,W,1900,2150,Bayou Building 2524,Chunlong Zhang,Spring 2023,100% F2F w/supplmtnl web,Opened
23517,ENSC 5431,Contaminant Fate and Transport,TDB,TDB,TDB,TBA,Sachiyo T Mukherji,Spring 2023,100% Online,Opened
23518,ENSC 5431,Contaminant Fate and Transport,TDB,TDB,TDB,TBA,Sachiyo T Mukherji,Spring 2023,100% Online,Opened
23519,ENSC 5530,Research Methods: Environ Sci,H,1900,2150,Bayou Building 2104,Daniel Bryant Imrecke,Spring 2023,100% F2F w/supplmtnl web,Opened
23520,ENSC 5530,Research Methods: Environ Sci,TDB,TDB,TDB,TBA,Daniel Bryant Imrecke,Spring 2023,100% Online,Opened
26599,ENSC 5915,Cooperative Educ In Envir Sci,TDB,TDB,TDB,TBA,Cindy Howard,Spring 2023,Face to Face,Opened
23507,ENSC 5931,Topics In Environmental Sci,TDB,TDB,TDB,TBA,Chunlong Zhang,Spring 2023,100% Online,Opened
23527,ENSC 6731,Graduate Seminar,H,1900,2150,Bayou Building 2106,Daniel Bryant Imrecke,Spring 2023,100% F2F w/supplmtnl web,Opened
23528,ENSC 6731,Graduate Seminar,TDB,TDB,TDB,TBA,Daniel Bryant Imrecke,Spring 2023,100% Online,Opened
23529,ENSC 6838,Research Project And Seminar,H,1900,2150,Bayou Building 2524,Daniel Bryant Imrecke,Spring 2023,100% F2F w/supplmtnl web,Opened
23530,ENSC 6838,Research Project And Seminar,TDB,TDB,TDB,TBA,Daniel Bryant Imrecke,Spring 2023,100% Online,Opened
10015,ENVR 4312,Water Management Principles,TDB,TDB,TDB,TBA,Lisa B Gossett,Spring 2023,100% Online,Opened
10013,ENVR 4313,Techniques Of Envr Assessment,H,1900,2150,Bayou Building 1104,Kathleen Garland,Spring 2023,< 50% online,Opened
10014,ENVR 4332,The Process Of Envr Permitting,T,1900,2150,Bayou Building 1104,Lisa B Gossett,Spring 2023,< 50% online,Opened
10016,ENVR 4336,Administrative Practice & Ethical Issues,W,1900,2150,Bayou Building 2122,"Danna Small,
Lisa B Gossett",Spring 2023,< 50% online,Opened
10017,ENVR 4391,Selected Topics In Envr Mgmt,TDB,TDB,TDB,TBA,Kathleen Garland,Spring 2023,100% Online,Opened
20630,ENVR 5132,Global Sustainability and Strategic Advantage,TDB,TDB,TDB,TBA,Dina M Abdel-Zaher,Spring 2023,100% Online,Opened
10021,ENVR 5532,Water Management,TDB,TDB,TDB,TBA,Lisa B Gossett,Spring 2023,100% Online,Opened
10019,ENVR 5533,Pollution Control Technology,S,800,1050,Bayou Building 1104,Angela E Summers,Spring 2023,< 50% online,Opened
10020,ENVR 5534,Permits And Procedures,T,1900,2150,Bayou Building 1104,Lisa B Gossett,Spring 2023,< 50% online,Opened
10022,ENVR 5537,Managing Contaminated Sites,TDB,TDB,TDB,TBA,Kathleen Garland,Spring 2023,100% Online,Opened
10023,ENVR 6132,Environmental Impact Assmnt,M,1900,2150,Bayou Building 1104,Kathleen Garland,Spring 2023,< 50% online,Opened
20483,EXHS 5131,Applied Exercise Physiology: Neuromuscular,M,1900,2150,REC 264,Jason Richard Bentley,Spring 2023,< 50% online,Closed
20484,EXHS 5138,Exercise in Chronic Disease: Musculoskeletal and Neurologic,T,1900,2150,REC 264,Jenny English Amonette,Spring 2023,< 50% online,Opened
20487,EXHS 5231,Technology in Human Performance,W,1900,2150,REC 263,William Emil Amonette,Spring 2023,< 50% online,Closed
20486,EXHS 6033,Laboratory Techniques and Research Design,T,1600,1850,REC 264,Jason Richard Bentley,Spring 2023,100% F2F w/supplmtnl web,Opened
20490,EXHS 6038,Biostatistics 2,W,1600,1850,SSCB 2201.02,Julianna M. Dean,Spring 2023,> or equal to 50% Online,Opened
20488,EXHS 6131,Exercise Pharmacology,H,1900,2150,REC 264,John Thomas Cottingham,Spring 2023,< 50% online,Opened
20491,EXHS 6739,Graduate Internship,F,1300,1550,REC 264,Isabelle Soraya Kusters,Spring 2023,100% F2F w/supplmtnl web,Opened
19307,FINC 3301,Personal Money Management,M,1900,2150,Bayou Building 1313,Jason Warren Ceyanes,Spring 2023,100% F2F w/supplmtnl web,Opened
19308,FINC 3301,Personal Money Management,TDB,TDB,TDB,TBA,Daniel G Perdue,Spring 2023,100% Online,Opened
20751,FINC 3301,Personal Money Management,TDB,TDB,TDB,TBA,Daniel G Perdue,Spring 2023,100% Online,Opened
19311,FINC 3331,Business Finance,M,1600,1850,Bayou Building 3332,Yvette M Bendeck,Spring 2023,< 50% online,Closed
19312,FINC 3331,Business Finance,T,1900,2150,Bayou Building 1218,Yvette M Bendeck,Spring 2023,< 50% online,Opened
19313,FINC 3331,Business Finance,TDB,TDB,TDB,TBA,Ivelina Pavlova-Stout,Spring 2023,100% Online,Closed
20759,FINC 3331,Business Finance,TDB,TDB,TDB,TBA,Jeff Whitworth,Spring 2023,100% Online,Opened
19315,FINC 3333,Intermediate Financial Mgmt,W,1300,1550,Bayou Building 1211,Ivelina Pavlova-Stout,Spring 2023,100% F2F w/supplmtnl web,Opened
26522,FINC 3353,Investments,TDB,TDB,TDB,TBA,Daniel G Perdue,Spring 2023,100% Online,Opened
19317,FINC 4331,Contemporary Finc Institutions,T,1300,1550,Bayou Building 2234,Yvette M Bendeck,Spring 2023,100% F2F w/supplmtnl web,Opened
19318,FINC 4341,Structure of Financial Statements,H,1900,2150,Bayou Building 1218,Melissa A. Williams,Spring 2023,< 50% online,Opened
19319,FINC 4351,International Financial Operations,M,1900,2150,Bayou Building 1211,Ivelina Pavlova-Stout,Spring 2023,< 50% online,Opened
20587,FINC 5133,Corporate Finance,TDB,TDB,TDB,TBA,Timothy B Michael,Spring 2023,100% Online,Closed
20620,FINC 5133,Corporate Finance,T,1900,2150,Bayou Building 3332,Jeff Whitworth,Spring 2023,< 50% online,Opened
20589,FINC 5231,Quantitative Methods in Finance,TDB,TDB,TDB,TBA,Melissa A. Williams,Spring 2023,100% Online,Opened
19320,FINC 5332,Financial Statements,H,1900,2150,Bayou Building 1218,Melissa A. Williams,Spring 2023,< 50% online,Closed
20621,FINC 6131,Commercial Banking,TDB,TDB,TDB,TBA,Timothy B Michael,Spring 2023,100% Online,Opened
20593,FINC 6231,Investment Management,TDB,TDB,TDB,TBA,Daniel G Perdue,Spring 2023,100% Online,Opened
20623,FINC 6233,Options And Futures,TDB,TDB,TDB,TBA,Jeff Whitworth,Spring 2023,100% Online,Opened
19321,FINC 6531,International Finance,M,1900,2150,Bayou Building 1211,Ivelina Pavlova-Stout,Spring 2023,< 50% online,Opened
27041,FINC 6731,Seminar In Finance,W,1900,2150,Bayou Building 3326,Timothy B Michael,Spring 2023,< 50% online,Opened
27042,FINC 6731,Seminar In Finance,TDB,TDB,TDB,TBA,Timothy B Michael,Spring 2023,100% Online,Opened
20067,GAME 1302,Foundations of Games 2,T,1300,1550,Bayou Building 3615,Steven C Sutherland,Spring 2023,100% F2F w/supplmtnl web,Opened
20069,GAME 2332,Gaming Interaction,H,1300,1550,Bayou Building 1326,Monica Villescas Trevathan,Spring 2023,100% F2F w/supplmtnl web,Opened
20345,GEOG 4301,Urban Geography,TDB,TDB,TDB,TBA,Quentin A Stubbs,Spring 2023,100% Online,Opened
20347,GEOG 4312,Human Geography,TDB,TDB,TDB,TBA,Jeffrey William Lash,Spring 2023,100% Online,Closed
20895,GEOG 4312,Human Geography,TDB,TDB,TDB,TBA,Jeffrey William Lash,Spring 2023,100% Online,Opened
20348,GEOG 4314,Teaching Geography,TDB,TDB,TDB,TBA,Ann Elizabeth Linsley,Spring 2023,100% Online,Opened
20893,GEOG 4321,Fundamentals of Geographic Information Systems,TDB,TDB,TDB,TBA,Jeffrey William Lash,Spring 2023,100% Online,Opened
20349,GEOG 4322,Advanced Geographic Information Systems,M,1900,2150,Student Services Bld 220101,Jeffrey William Lash,Spring 2023,< 50% online,Opened
25432,GEOG 4322,Advanced Geographic Information Systems,TDB,TDB,TDB,TBA,Jeffrey William Lash,Spring 2023,100% Online,Opened
20894,GEOG 5134,Introduction to Geographic Information Systems,TDB,TDB,TDB,TBA,Jeffrey William Lash,Spring 2023,100% Online,Opened
20350,GEOG 5135,Advanced Geographic Information Systems,M,1900,2150,Student Services Bld 220101,Jeffrey William Lash,Spring 2023,< 50% online,Opened
25433,GEOG 5135,Advanced Geographic Information Systems,TDB,TDB,TDB,TBA,Jeffrey William Lash,Spring 2023,100% Online,Opened
23533,GEOL 1104,Laboratory for Historical Geology,M,1300,1550,STEM 2107,Daniel Bryant Imrecke,Spring 2023,100% F2F w/supplmtnl web,Opened
23535,GEOL 1304,Historical Geology,MWF,1100,1150,STEM 2105,Daniel Bryant Imrecke,Spring 2023,100% F2F w/supplmtnl web,Opened
23544,GEOL 3333,Environmental Geology,TDB,TDB,TDB,TBA,Dongmin Sun,Spring 2023,100% Online,Closed
25490,GEOL 4145,Laboratory for Structural Geology,H,1300,1550,STEM 2107,Daniel Bryant Imrecke,Spring 2023,100% F2F w/supplmtnl web,Opened
25492,GEOL 4345,Structural Geology,T,1300,1550,STEM 2107,Daniel Bryant Imrecke,Spring 2023,100% F2F w/supplmtnl web,Opened
23547,GEOL 4375,Petroleum Geology,T,1900,2150,STEM 2105,Dongmin Sun,Spring 2023,100% F2F w/supplmtnl web,Opened
19347,HADM 3311,Foundations Of Healthcare Administration Leadership,TDB,TDB,TDB,TBA,Ashish Chandra,Spring 2023,100% Online,Opened
19353,HADM 3333,Healthcare Economics,TDB,TDB,TDB,TBA,M. Femi Ayadi,Spring 2023,100% Online,Opened
19348,HADM 3351,Physician Group Practice Management,TDB,TDB,TDB,TBA,Pam Potter,Spring 2023,100% Online,Opened
19349,HADM 4312,Healthcare Planning & Mktg,TDB,TDB,TDB,TBA,Ashish Chandra,Spring 2023,100% Online,Opened
19350,HADM 4316,Medical Reimbursement,TDB,TDB,TDB,TBA,Pam Potter,Spring 2023,100% Online,Opened
19351,HADM 4326,Hospital Operations,TDB,TDB,TDB,TBA,Shivani Gupta,Spring 2023,100% Online,Opened
19352,HADM 4332,Legal Dimen Of Healthcare Adm,TDB,TDB,TDB,TBA,Elizabeth Whitson McKinley,Spring 2023,100% Online,Opened
19355,HADM 4341,HR in Healthcare Administration,TDB,TDB,TDB,TBA,Phillip J Decker,Spring 2023,100% Online,Opened
19357,HADM 4351,Financial Dimensions of Healthcare Administration II,TDB,TDB,TDB,TBA,Jordan P Mitchell,Spring 2023,100% Online,Closed
20642,HADM 5033,Leadership of Organizations in Healthcare,TDB,TDB,TDB,TBA,Phillip J Decker,Spring 2023,100% Online,Opened
